TITLE,FILE NAME,URL,TYPE OF RESOURCE,FORM,EXTENT,IMPRINT,ISSUANCE,LANGUAGE,MAP DATA,ASSOCIATED WITH,SUBJECT,GENRE,NOTE,RELATED ITEM,STATEMENT OF RESPONSIBILITY,OCLC,ALTERNATIVE TITLE,APPEARS IN,PUBLISHER,LOCATION,LCCN,ADDITIONAL PHYSICAL FORM,MANUFACTURER,ONLINE VERSION,UNIFORM TITLE,CARTOGRAPHER,LITHOGRAPHER,CONTAINS,LOCAL NOTE,ISSUING BODY,REPRODUCTION,DISTRIBUTOR
Borneo: Bandjermasin,wg719wk4989,https://purl.stanford.edu/wg719wk4989,Cartographic;,cartographic material;map;,1 map : col. ; 30 x 34 cm;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, Oss, 1945;",monographic;,English;,"Scale [ca. 1:13,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;","Banjarmasin (Kalimantan Selatan, Indonesia) > Maps;Indonesia > Banjarmasin (Kalimantan Selatan);",Map;Maps;,"Includes regional map.;""No. 6261."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
"Borneo, cultivated areas, natural vegetation, major crops and forest products",xd091tk0135,https://purl.stanford.edu/xd091tk0135,Cartographic;,map;unmediated;sheet;,1 map : color ; 30 x 26 cm;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:5,200,000] ; (E 108°--E 120°/N 8°--S 6°).;","United States, Office of Strategic Services., Research and Analysis Branch.;",Phytogeography > Borneo > Maps;Crops > Borneo > Maps;Forest products > Borneo > Maps;Crops;Forest products;Phytogeography;Borneo;,Map;Cartographic image-cri;Maps.;,"Also shows ""Centers of production"" for copra, sago, rubber, lumber, tobacco, and pepper, and gums and resins.;""18 March 1945."";Includes location map, ""Reliability of data"" table, and glossary.;""No. 6260 -- R & A, OSS."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
"Borneo, distribution of population",br826xj6443,https://purl.stanford.edu/br826xj6443,Cartographic;,map;unmediated;sheet;,1 map : color ; 30 x 26 cm;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:5,200,000] ; (E 108°--E 120°/N 8°--S 6°).;","United States, Office of Strategic Services., Research and Analysis Branch.;",Ethnology > Borneo > Maps;Administrative and political divisions;Ethnology;Population;Borneo > Population > Maps;Borneo > Administrative and political divisions > Maps;Borneo;,Map;Government publication;Cartographic image;Maps;,"""Data for Dutch Borneo, 1930; for British dependencies, 1931-1938."";Also shows administrative divisions.;Inset maps: Distribution of Chinese -- Distribution of Europeans -- [Location map].;""20 March 1945."";""No. 6237 -- R & A, OSS."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
Borneo: Indonesian peoples and Christian missions,zj018pt2839,https://purl.stanford.edu/zj018pt2839,Cartographic;,map;unmediated;sheet;,1 map : color ; 30 x 26 cm;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:5,200,000] ; (E 108°--E 120°/N 8°--S 6°).;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Research and Analysis Branch.;",Ethnology > Borneo > Maps;Missions > Borneo > Geography > Maps;Ethnology;Missions > Geography;Borneo;,Map;Cartographic image-cri;Maps.;,"""12 March 1945."";Includes regional map and a table of ""Reliability of data"".;""No. 6263."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
"Borneo, mineral resources",nb715yn8077,https://purl.stanford.edu/nb715yn8077,Cartographic;,map;unmediated;sheet;,1 map : color ; 30 x 26 cm;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:5,200,000] ; (E 108°--E 120°/N 8°--S 6°).;","United States, Office of Strategic Services., Research and Analysis Branch.;",Mines and mineral resources > Borneo > Maps;Mines and mineral resources;Borneo;,Map;Cartographic image-cri;Maps.;,"""30 March 1945."";Includes location map, ""Reliability of data"" table, note, and glossary.;""No. 6266 -- R & A, OSS."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
Borneo: navigable waterways,kf693mz2048,https://purl.stanford.edu/kf693mz2048,Cartographic;,cartographic material;map;unmediated;sheet;,1 map : color ; 60 x 52 cm;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:2,600,000] ; (E 108°--E 120°/N 8°--S 6°).;","United States, Office of Strategic Services., Research and Analysis Branch.;",Waterways > Borneo > Maps;Waterways;Borneo;,Map;Cartographic image-cri;Maps;,"Includes regional map.;""No. 6279."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
"Borneo, principal towns",yf956kt6767,https://purl.stanford.edu/yf956kt6767,Cartographic;,map;unmediated;sheet;,1 map : color ; 30 x 26 cm;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:5,200,000] ; (E 108°--E 120°/N 8°--S 6°).;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;",Cities and towns > Borneo > Maps;Cities and towns;Borneo > Maps;Borneo;,Map;Cartographic image-cri;Outline maps.;Maps.;Outline maps.;,"Shows international boundary, boundary of British dependency, principal towns and major rivers.;Includes regional map and ""Reliability of data"" chart.;""No. 6278."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
"Borneo, trade centers",jp675dk5290,https://purl.stanford.edu/jp675dk5290,Cartographic;,map;unmediated;sheet;,1 map : color ; 30 x 26 cm;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:5,200,000] ; (E 108°--E 120°/N 8°--S 6°).;","United States, Office of Strategic Services., Research and Analysis Branch.;",Exports > Borneo > Maps;International trade > Maps;Commerce;Exports;International trade;Borneo > Commerce > Maps;Borneo;,Map;Cartographic image-cri;Maps.;,"Data from 1937-1940.;""22 March 1945."";Includes location map, ""Reliability of data"" table, histograms showing output of exports of various commodities, and glossary.;""No. 6281 -- R & A, OSS."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
"Borneo, types of surveys",tm709sr6561,https://purl.stanford.edu/tm709sr6561,Cartographic;,map;unmediated;sheet;,1 map : color ; 30 x 26 cm;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:5,200,000] ; (E 108°--E 120°/N 8°--S 6°).;","United States, Office of Strategic Services., Reproduction Branch.;United States, Office of Strategic Services., Research and Analysis Branch.;",Borneo > Surveys > Maps;Borneo;,Map;Cartographic image-cri;,"Includes regional map and table of ""Relability of data"".;""16 April 1945."";""No. 6312."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
Bulacan,tf853nr0652,https://purl.stanford.edu/tf853nr0652,Cartographic;,map;,1 map ; 49 x 37 cm.;,"[Washington, D.C.] : OSS, [1945];",monographic;,English;,"Scale [ca. 1:200,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;",Bulacan (Philippines : Province) > Maps;,Map;,"""No. A-3467."";""3 February 1945."";",,,,,,,,,,,,,,,,,,,
Burma-Thailand peninsula,qv576qy3724,https://purl.stanford.edu/qv576qy3724,Cartographic;,map;unmediated;sheet;,1 map ; 24 x 15 cm;,"Provisional ed. - [Washington, D.C.] : Lithographed in Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:5,600,000] ; (E 94°00ʹ--E 101°30ʹ/N 17°00ʹ--N 6°30ʹ).;","United States, Office of Strategic Services., Research and Analysis Branch.;United States, Office of Strategic Services., Reproduction Branch.;","Boundaries;Kra, Isthmus of (Thailand) > Maps;Tenasserim Division Region (Burma) > Maps;Burma, Lower > Boundaries > Thailand, Southern > Maps;Thailand, Southern > Boundaries > Burma, Lower > Maps;Burma > Burma, Lower;Thailand > Isthmus of Kra;Thailand, Southern;",Map;Government publication;Cartographic image;Maps.;,"""24 May 1945."";Relief shown by landform drawing.;""From: OSS no. 2422."";""No. 6491."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
Cagayan,jw427pz2037,https://purl.stanford.edu/jw427pz2037,Cartographic;,map;,1 map : col. ; 49 x 37 cm.;,[Washington?] : G.P.O. [1945?];,monographic;,English;,"Scale [ca. 1:470,000] ; (E 121⁰--E 122⁰/N 19⁰--N 18⁰);","United States, Office of Strategic Services., Research and Analysis Branch.;",Cagayan (Philippines) > Maps;,Map;,"No. A 3468--R & A, OSS; 12 February 1945.;Inset: Camalaniugan.;Includes location map.;""Base from: ""Census of the Philippines, 1939,"" Volume 1, Manila, 1940."";",,,,,,,,,,,,,,,,,,,
Camarines Sur : (eastern part),sq501mh5194,https://purl.stanford.edu/sq501mh5194,Cartographic;,map;,1 map : col. ; 49 x 37 cm.;,[Washington?] : G.P.O. [1945?];,monographic;,English;,Scale [ca. 1:225000] ; (E 123⁰20ʹ--E 123⁰40ʹ/N 14⁰00ʹ--N 13⁰40ʹ);,"United States, Office of Strategic Services., Research and Analysis Branch.;",Camarines Sur (Philippines) > Maps;,Map;,"No. A 3470--R & A, OSS; 2 February 1945.;""Base from: ""Census of the Philippines, 1939,"" Volume 1, Manila, 1940."";",,,,,,,,,,,,,,,,,,,
Cavite,wv950sr8202,https://purl.stanford.edu/wv950sr8202,Cartographic;,map;,1 map : col. ; 49 x 37 cm.;,"[Washington?] : Reproduction Branch, OSS, [1945?];",monographic;,English;,"Scale [ca. 1:177,000] ; (E 120⁰40ʹ--E 121⁰00ʹ/N 14⁰40ʹ--N 14⁰20ʹ);","United States, Office of Strategic Services., Research and Analysis Branch.;",Cavite Province (Philippines) > Maps;,Map;,"No. A 3472--R & A, OSS; 2 February 1945.;""Base from: ""Census of the Philippines, 1939,"" Volume 1, Manila, 1940."";",,,,,,,,,,,,,,,,,,,
"Central and Southern Brazil, Roads",hf270vg9595,https://purl.stanford.edu/hf270vg9595,Cartographic;,map;,1 map : col. ; 38 x 39 cm.;,"Provisional ed. - [Washington, D.C.] : lithographed in the Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:6,000,000];","United States, Office of Strategic Services.;",Roads > Brazil > Maps;,Map;,"""No. 3310."";""Reliability code: 00-2B-2."";""Road data as of June, 1944."";Scale on bar graph: 1:3,000,000.;",,,,,,,,,,,,,,,,,,,
Ceylon : index map,tk286ys6501,https://purl.stanford.edu/tk286ys6501,Cartographic;,map;unmediated;sheet;,1 map : color ; 24 x 26 cm;,"Provisional ed. - [Ceylon] : Ceylon Survey, [1945];",monographic;,English;,"Scale 1:63,360 ; (E 78°--E 82°/N 10°--N 6°).;","United States, Office of Strategic Services., Research and Analysis Branch.;Ceylon, Survey Department.;United States, Office of Strategic Services., Reproduction Branch.;",Sri Lanka > Maps;Sri Lanka;,Map;Cartographic image-cri;Index maps.;Maps.;Index maps.;,"""14 July 1945."";""Lithographed in the Reproduction Branch, OSS."";""No. 7297."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
"Chile, Roads",vh163sc9002,https://purl.stanford.edu/vh163sc9002,Cartographic;,map;,"1 map : col. ; 160 x 59 cm, on sheet 95 x 63 cm.;","Provisional ed. - [Washington, D.C.] : lithographed in the Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:2,800,000];","United States, Office of Strategic Services.;",Roads > Chile > Maps;,Map;,"""No. 3452."";""Reliability code: 00-2B-2."";""Road data as of June, 1944."";",,,,Chile [map];Roads [map];,,,,,,,,,,,,,,,
China,rt750vq2197,https://purl.stanford.edu/rt750vq2197,Cartographic;,,1 map ; 45 x 58 cm.;,"[Washington, D.C.?] : 907 Engr. A.F. HQ. Co. 1945;",monographic;,English;,"Scale [ca. 1:4,900,000] ; (E 96⁰--E 123⁰/N 40⁰--N 20⁰);","United States, Office of Strategic Services., Research and Analysis Branch.;",China > Maps;,Map;,"""OSS map no. KG 5799."";",,"prepared in R & A, Det 202, HQ.;",,,,,,,,,,,,,,,,,
"China, south coast, density of population",tm223yr4375,https://purl.stanford.edu/tm223yr4375,Cartographic;,,1 map : col. ; 29 x 43 cm.;,"[Washington, D.C.?] : Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:2,400,000];","United States, Office of Strategic Services., Research and Analysis Branch.;",Population density > China > Guangdong Sheng > Maps;Population density > China > Guangxi Zhuangzu Zizhiqu > Maps;,Map;,"""No. 5582."";",,"R&A, OSS.;",,,,,,,,,,,,,,,,,
"China, south coast: intensity of cultivation",cc865dq7637,https://purl.stanford.edu/cc865dq7637,Cartographic;,map;unmediated;sheet;,1 map : color ; 20 x 24 cm.;,"[Washington, D.C.] : Office of Strategic Services, Branch of Research and Analysis, 1945;",monographic;,In English.;,"Scale 1:2,437,000 ; (E 107°30ʹ--E 117°25ʹ/N 25°29ʹ--N 18°10ʹ).;","United States, Office of Strategic Services. Research and Analysis Branch.;","Agriculture;Agriculture;China, Southeast > Maps;China, Southeast;",Map;Cartographic image;Maps.;,"Map no.: 5599. Inset map of Hai-nan tao (1:2,534,400).;",,,,,,,,,,,,,,,,,,,
"China, south coast : minerals and building materials",rp624dx6372,https://purl.stanford.edu/rp624dx6372,Cartographic;,,1 map.;,"Provisional ed. - District of Columbia, 1945;",monographic;,English;,"Scale [ca. 1:2,400,000];","United States, Office of Strategic Services., Research and Analysis Branch.;",,Map;,"""No. 5845, 21 January 1945,"";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
"China, south coast, political divisions including emigration areas and mission stations",sc349ms6286,https://purl.stanford.edu/sc349ms6286,Cartographic;,,1 map : col. ; 29 x 43 cm.;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:2,400,000];","United States, Office of Strategic Services., Research and Analysis Branch.;",Emigration and immigration > China > Guangdong Sheng > Maps;Missions > China > Guangdong Sheng > Maps;Missions > China > Guangxi Zhuangzu Zizhiqu > Maps;Guangdong Sheng (China) > Administrative and political divisions > Maps;Guangxi Zhuangzu Zizhiqu (China) > Administrative and political divisions > Maps;,Map;,"""No. 5898."";",,"R & A, OSS.;",,,,,,2013591037;,,,,,,,,,,,
"China, south coast, principal ethnic groups and dialects",sr068wk8564,https://purl.stanford.edu/sr068wk8564,Cartographic;,,1 map : col. ; 29 x 43 cm.;,"[Washington, D.C.?] : Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:2,400,000];","United States, Office of Strategic Services., Research and Analysis Branch.;",Ethnology > China > Guangdong Sheng > Maps;Ethnology > China > Guangxi Zhuangzu Zizhiqu > Maps;Language and languages > China > Guangdong Sheng > Maps;Language and languages > China > Guangxi Zhuangzu Zizhiqu > Maps;,Map;,"""No. 5582."";",,"R&A, OSS.;",,,,,,,,,,,,,,,,,
"China, south coast roads and railroads",tc350dn0614,https://purl.stanford.edu/tc350dn0614,Cartographic;,,1 map : col. ; 29 x 42 cm.;,"Provisional ed. - [Washington, D.C.] : Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:2,400,000];","United States, Office of Strategic Services., Research and Analysis Branch.;",Railroads > China > Guangdong Sheng > Maps;Railroads > China > Guangxi Zhuangzu Zizhiqu > Maps;Roads > China > Guangdong Sheng > Maps;Roads > China > Guangxi Zhuangzu Zizhiqu > Maps;,Map;,"""No. 5838."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
"China, south coast : water supply",cw855zk2943,https://purl.stanford.edu/cw855zk2943,Cartographic;,,1 map.;,"Provisional ed. - District of Columbia, 1945;",monographic;,English;,"Scale [ca. 1:2,400,000];","United States, Office of Strategic Services., Research and Analysis Branch.;",,Map;,"""No. 5854, 13 January 1945,"";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
China : the Hunan-Kwangsi railroad,gd092vp8618,https://purl.stanford.edu/gd092vp8618,Cartographic;,,1 map.;,"Provisional ed. - District of Columbia, 1945;",monographic;,English;,"Scale [ca. 1:1,584,000];","United States, Office of Strategic Services., Research and Analysis Branch.;",,Map;,"""No. 6184, 9 March 1945."";",,"R & A, OSS.;",,Hunan-Kwangsi railroad;,,,,,,,,,,,,,,,
"Cho-Hsien, north China, Hopeh Province",jn765pd9838,https://purl.stanford.edu/jn765pd9838,Cartographic;,map;unmediated;sheet;,1 map ; 30 x 29 cm;,"Provisional ed. - [Washington, D.C.] : OSS, [1945];",monographic;,English;,"Scale [ca. 1:6,500].;","United States, Office of Strategic Services., Research and Analysis Branch.;",Zhuozhou Shi (China) > Maps;China > Zhuozhou Shi;,Map;Cartographic image-cri;Maps.;,"Shows Zhuo Xian, Hebei Sheng, China.;""18 July 1945."";""Lithographed in the Reproduction Branch, OSS."";""No. 7291--R & A, OSS."";""From: Sketch map of Cho-hsien, Chinese Local Histories, 1936 edition."";Includes location inset.;",,,,,,,,2005629008;,,,,,,,,,,,
"Colombia, Roads",bf428fq7777,https://purl.stanford.edu/bf428fq7777,Cartographic;,map;,1 map : col. ; 45 x 35 cm.;,"Provisional ed. - [Washington, D.C.] : lithographed in the Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:4,200,000].;","United States, Office of Strategic Services.;",Roads > Colombia > Maps;,Map;,"""No. 3417."";""Reliability code: 00-2B-2."";""Restricted."";""Road data as of June, 1944."";",,,,Roads [map];,,,,,,,,,,,,,,,
"Costa Rica, Panama and the Canal Zone roads",cv002cj7072,https://purl.stanford.edu/cv002cj7072,Cartographic;,map;,1 map : col. ; 37 x 70 cm.;,"Provisional ed. - [United States?] : Lithographed in Reproduction Branch, OSS, [1945];",monographic;,English;,"Scale [ca. 1:1,300,000].;","United States, Office of Strategic Services., Research and Analysis Branch.;",Roads > Costa Rica > Maps;Roads > Panama > Maps;,Map;,"Road data as of June, 1944."";""No. 3307--R. & A. OSS, 18 January 1945."";Inset: location map.;",,,,,,,,,,,,,,,,,,,
"Cuba, roads",wt704wx1609,https://purl.stanford.edu/wt704wx1609,Cartographic;,map;,1 map : col. ; 36 x 92 cm.;,"[Washington] : The Office, 1945;",monographic;,English;,"Scale [ca. 1:1,300,000];","United States, Office of Strategic Services., Research and Analysis Branch.;",Roads > Cuba > Maps;,Map;,"Road data as of June, 1944.;Reliability code: 00-2B-2.;Includes location map.;",OSS series (United States. Office of Strategic Services. Research and Analysis Branch) ; no. 3295;,,,,,,,,,,,,,,,,,,
The Danube River Basin,tb938vp8456,https://purl.stanford.edu/tb938vp8456,Cartographic;,,1 map : col. ; 31 x 52 cm.;,"Provisional ed. (1st rev.) - [Washington, D.C.?] : Reproduction Branch OSS, 1945;",monographic;,English;,"Scale [ca. 1:3,500,000;","United States, Office of Strategic Services., Research and Analysis Branch.;",Inland navigation > Danube River Region > Maps;Danube River Region > Maps;,Map;,"Shows maximum tonnage of commercial vessels, major resources and industries, railroads, ports, 1937 international boundaries.;""No. 8186."";Relief shown by pictorially.;Includes regional map.;",,"R&A, OSS.;",,,,,,,,,,,,,,,,,
Distribution of population in Korea,cb046hh8992,https://purl.stanford.edu/cb046hh8992,Cartographic;,map;unmediated;sheet;,1 map ; 42 x 24 cm;,"Provisional ed. - [Washington, D.C.?] : Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:2,500,000] ; (E 124°--E 131°/N 43°--N 33°).;","United States, Office of Strategic Services., Research and Analysis Branch.;",Population density > Korea > Maps;Population density;Korea;,Map;Government publication;Cartographic image;Maps.;,"""Each dot represents 200 persons."";Inset map: Saishu to (Quelpart).;""No. X-588."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
The eastern front,wg372tj2337,https://purl.stanford.edu/wg372tj2337,Cartographic;,,1 map.;,"Provisional ed. - District of Columbia, 1945;",monographic;,English;,"Scale [ca.1:2,280,960];","United States, Office of Strategic Services., Research and Analysis Branch.;",,Map;,"""No. 6180, 20 February 1945."";Shows front line as of Feb. 12-19, 1945.;",,,,,,,,,,,,,,,,,,,
Eastern front,jk047jg0146,https://purl.stanford.edu/jk047jg0146,Cartographic;,,1 map.;,"Provisional ed. - District of Columbia, 1945;",monographic;,English;,"Scale [ca.1:4,435,200];","United States, Office of Strategic Services., Research and Analysis Branch.;",,Map;,"""No. 6264, 10 March 1945."";Shows front line as of Jan. 12, and as of March 12 1945.;",,,,,,,,,,,,,,,,,,,
Eastern Mindanao,vb868cd7027,https://purl.stanford.edu/vb868cd7027,Cartographic;,map;unmediated;sheet;,1 map ; 24 x 16 cm;,"Prov. ed. - [Washington?] : R & A, OSS, 1945;",monographic;,English;,"Scale [ca. 2,280,960] ; (W 124°--W 126°/N 10°--N 6°).;","United States, Office of Strategic Services., Research and Analysis Branch.;",Mindanao Island (Philippines) > Maps;Philippines > Mindanao Island;,Map;Cartographic image-cri;Maps.;,"Relief shown pictorially.;No. 7124.;""29 May 1945."";",,"R & A, OSS.;",,,,,,,,,,,,,,,,,
"Ecuador, Roads",dd340ch3970,https://purl.stanford.edu/dd340ch3970,Cartographic;,map;,1 map : col. ; 38 x 36 cm.;,"Provisional ed. - [Washington, D.C.] : lithographed in the Reproduction Branch, OSS, 1945;",monographic;,English;,"Scale [ca. 1:2,300,000];","United States, Office of Strategic Services.;",Roads > Ecuador > Maps;,Map;,"""No. 3446."";""Reliability code: 00-2B-2."";""Road data as of June, 1944."";",,,,,,,,,,,,,,,,,,,
"El Salvador, La Libertad and environs",yj470yw1444,https://purl.stanford.edu/yj470yw1444,Cartographic;,cartographic material;map;unmediated;sheet;,1 map : color ; 17 x 24 cm;,"[Washington, D.C.] : The Office, 1945;",monographic;,English;,"Scale [ca. 1:7,300].;","United States, Office of Strategic Services., Research and Analysis Branch.;","La Libertad (La Libertad, El Salvador) > Maps;La Libertad (El Salvador : Department) > Maps;El Salvador > La Libertad (Department);El Salvador > La Libertad (La Libertad);",Map;Cartographic image-cri;Maps.;,"""Data as of February, 1944."";""Lithographed in the Reproduction Branch, OSS."";""No. 3075."";""Reliability code 1B-2B-2."";""Compiled from aerial photographs."";Shows buildings, agricultural areas, forest, beach, telecommunications, and utilities.;",,"R. & A., OSS.;",,La Libertad and environs;,,,,,,,,,,,,,,,
"El Salvador, La Union and environs",mr984vx6867,https://purl.stanford.edu/mr984vx6867,Cartographic;,map;,1 map : col. ; 26 x 51 cm.;,"Provisional ed. - [United States?] : Lithographed in Reproduction Branch, OSS, [1945];",monographic;,English;,"Scale [ca. 1:7,000];","United States, Office of Strategic Services., Research and Analysis Branch.;",La Unión (El Salvador) > Maps;,Map;,"""Data as of February, 1944."";""No. 3076--R. & A. OSS, 7 February 1945."";",,compiled from aerial photographs.;,,La Union and environs;,,,,,,,,,,,,,,,
